tipo,numero,titulo,descripcion,comentarios
Issue,4207,Estado modelo l10n_es_aeat_mod592,"He estado revisando el estado del desarrollo del modelo 592 de Hacienda y he observado que hace un tiempo se encontraba en pleno desarrollo. Sin embargo, desde entonces no he visto nuevas actualizaciones al respecto.

Me gustaría saber si el proyecto sigue en curso y si está previsto que se publique próximamente para las versiones 14 y 16.

Quedo atento a su respuesta.
Un cordial saludo.","Está fusionado en el repositorio:

https://github.com/OCA/l10n-spain/tree/15.0/l10n_es_aeat_mod592"
Issue,4206,[18.0] delivery_gls_asm: url incorrect,"<!-- Provide a general summary of the issue in the Title above.
Before opening the issue, please check that there isn't another issue addressing the same problem already created -->

## Module
The name of the module that has a bug.
delivery_gls_asm

## Describe the bug
A clear and concise description of what the bug is.
El fallo viene cuando validas un albaran con el metodo de envio de ""GLS"" ya que si intentas hacer el rastreo desde el magin button ""Rastreo"" te envia a una url que empieza por asm en vez de a la gls españa.

![Image](https://github.com/user-attachments/assets/b3bee134-9ed1-4ec4-ad02-c8c7c6d0cb22)

## To Reproduce
**Affected versions**:

Steps to reproduce the behavior:
1.
2.
3.

**Expected behavior**
A clear and concise description of what you expected to happen.

**Additional context**
Add any other context about the problem here. (e.g. OS, Python version, ...)
El `_tipo` siempre me devuelve una ""C"" en vez de una ""N"" y no se si es por alguna configuración o es que no funciona de forma correcta el modulo con el magic button

![Image](https://github.com/user-attachments/assets/a41dc038-0dd1-48da-848b-7da58a1e6865)","@pedrobaeza Si puedes revisar esto y decirme si es por culpa de configuración o si esta obsoleto lo del `_tipo` [SEP] No te puedo decir ahora mismo, porque ahora mismo no tenemos ninguno en activo con este transportista. Hasta hace poco, la antigua URL de ASM funcionaba. Tal vez la han cambiado. [SEP] @pedrobaeza Solo hay que cambiar la url a una mas actual, ya que he tenido que llamar a los de gls y me han dado la url que se tiene que utilizar y voy a hacer los fix de las version 14.0, 16.0 y 17.0, ya que en la version 18 hay un pr de una compañera mia que lo añadira ella.

La nueva url:

![Image](https://github.com/user-attachments/assets/eac7191e-5a32-45b9-ac94-870680a1460a)

El pr de la migración:
https://github.com/OCA/l10n-spain/pull/4090 [SEP] Cierro al estar ya los PRs."
Issue,4198,Odoo 17 Instalo In10n_spain i no veo IVA n nada,"He instalado en las version 17 el modulo In10n_spain  y tengo activada la contabilidad completa en comunity pero no veo ninguna de las funciones , Iva y demas , ma falta algo¿. Mil gracias","Hola, no existe ningún módulo con ese nombre. Dirige por favor tus consultas al foro de AEOdoo, al no tratarse de problemas de los módulos en si, si no de uso."
Issue,4197,Prorrata - No Aparece el campo Porrrata en la compañía,Tengo community 18 ge instalado el modulo y no se ve el click de la prorrateándoos ni el porcentaje. ,"Los módulos de prorrata no están aún migrados a dicha versión, por lo que es normal que los de una versión anterior no funcionen adecuadamente en la siguiente."
Issue,4196,[IMP] l10n_es_cnae: Incorporación de la nueva clasificación CNAE 2025,"**¿Tu solicitud de funcionalidad está relacionada con algún problema?**  
Sí. Actualmente, el módulo `l10n_es_cnae` está basado en la versión de la Clasificación Nacional de Actividades Económicas (CNAE) del año 2009, pero recientemente el Instituto Nacional de Estadística (INE) ha publicado la nueva versión **CNAE 2025**, que entrará en vigor oficialmente en **2026**. Esta actualización afecta a todos los autónomos y empresas españolas, que ya están empezando a recibir notificaciones para revisar o actualizar su actividad en IMPORTASS. La versión actual del módulo quedará desfasada en breve, y puede inducir a error en nuevas implantaciones o desarrollos.

---

**Describe la solución que te gustaría**  
Actualizar el módulo `l10n_es_cnae` incorporando la nueva clasificación CNAE 2025. La solución podría incluir:

- La carga completa de los nuevos códigos CNAE 2025 y sus descripciones.
- Mantener los códigos CNAE 2009 actuales para asegurar compatibilidad con datos históricos.
- Añadir una tabla de correspondencias entre CNAE 2009 y CNAE 2025 para facilitar la migración de registros existentes.
- Posiblemente indicar un campo “válido desde” para marcar la vigencia de cada versión de clasificación.

---

**Describe las alternativas que has considerado**  
- Mantener dos versiones de la clasificación en el módulo, permitiendo seleccionar cuál usar desde la configuración.
- Ofrecer un asistente o script que permita migrar automáticamente los códigos CNAE actuales (2009) al código CNAE 2025 equivalente, en los casos en que exista correspondencia directa.

---

**Contexto adicional**  
- El CNAE es la adaptación española de la clasificación europea NACE.  
- La nueva versión **CNAE 2025** está alineada con la actualización europea **NACE Rev. 2.1**, aprobada por el Reglamento Delegado (UE) 2023/137.  
- La estructura, descripciones y tablas de equivalencia entre CNAE 2009 y CNAE 2025 están publicadas por el INE en:  
  https://www.ine.es/daco/daco42/cnae/cnae2025.htm  
- Más información sobre NACE Rev. 2.1 en:  
  https://ec.europa.eu/eurostat/web/nace/overview  
- Esta actualización no solo tiene implicaciones estadísticas, sino también administrativas y legales, por lo que es recomendable adaptar el módulo con antelación.

Esta mejora permitirá que las instalaciones de Odoo en España mantengan la coherencia con los nuevos requisitos oficiales y eviten errores en la clasificación de actividades económicas a partir de 2026.


##Novedades
---------

**[2025] CNAE 2025**

Esta localización se actualizará próximamente para incluir la nueva clasificación CNAE 2025, publicada por el INE y alineada con la NACE Rev. 2.1 europea.

- Entrada en vigor: 1 de enero de 2026.
- Fuente oficial: https://www.ine.es/daco/daco42/cnae/cnae2025.htm

La actualización incorporará:

- Nuevos códigos CNAE 2025 con sus descripciones.
- Compatibilidad con códigos CNAE 2009 para mantener la trazabilidad de datos históricos.
- Tabla de correspondencia entre CNAE 2009 y 2025.
","Exel oficial de equivalencias

https://www.ine.es/daco/daco42/clasificaciones/cnae25/Correspondencia_CNAE25_CNAE09.xlsx"
Issue,4185,[17.0] l10n_es_aeat_mod303 Error en laz casillaz 74 y 62 del mapeo.,"Buenos días!

Revisando el mapeo del modelo 303, me he dado cuenta de que la casilla 74 ""Importe de las adquisiciones de bienes y servicios a las que sea de aplicación o afecte el régimen especial del criterio de caja conforme a la ley general de devengo contenida en el artículo 75 de LIVA - Base imponible"" tiene un error en el campo ""Tipo de campo"" (field_type). Por la naturaleza de la casilla, debería ser de tipo ""Base"". Sin embargo, es del tipo ""Importe"", igual que la casilla 75 (donde esa configuración si que es correcta), por lo que cuando se usa el criterio de caja, las 2 casillas van a mostrar la misma información:

![Image](https://github.com/user-attachments/assets/6e48bbf5-cd96-4db9-83ba-00cee2d3167f)

Por defecto, ninguna de las 2 casillas tienen impuestos mapeados y hay que añadirlos manualmente en caso de usar el criterio de caja. Aún así, vendría bien que la casilla viniese configurada de manera correcta por defecto, en vez de tener que cambiar la configuración en cada base de datos en la que se use esa casilla (que serán pocas, pero la gente que presenta impuestos a última hora frecuentemente va a descubrir el error recién cuando suba el archivo a Hacienda).

Pasa lo mismo con las casillas 62 y 63, también relacionadas al criterio de caja.

Quedo a la espera de sus comentarios.

Un saludo","Da igual, porque esas casillas no se rellenan con nada, y están ahí solo ""de adorno"". Haría falta migrar el módulo de criterio de caja, que las alimenta, y además creo recordar que se hace manualmente sin seguir esa configuración.

Cierro por no ser un problema real."
Issue,4178,[17.0]l10n_es_aeat_mod303: Error casilla 120 impuesto no sujeto por reglas de localización,"Las ventas y rectificativas de Canarias, Ceuta y Melilla, Aeat indica que se declaran en la casilla 60 y no la 120 que está mapeada en el impuesto.

![Image](https://github.com/user-attachments/assets/ddc9cb5c-53bd-49da-b10a-a8cbfe23a7d5)


![Image](https://github.com/user-attachments/assets/59d21f80-e89a-4852-a935-f68bfe773dbe)

https://sede.agenciatributaria.gob.es/Sede/todas-gestiones/impuestos-tasas/iva/modelo-303-iva-autoliquidacion_/instrucciones.html","Si es así, creo que también se debería modificar la casilla 84 y pasar ese impuestos a la casilla 94. [SEP] Y aunque no se si este comentario vendría aquí o se debería abrir un nuevo issue en caso de aprobar el cambio que propone @pedroortega-punt en el mod. 303, creo que en el mod. 390 se debería cambiar el impuesto de la casilla 110 a la 104. [SEP] @TesseraTech4 He realizado la consulta telefónica al departamento de IVA y me han informado que los bienes a la casilla 60 y la prestación de servicios a la casilla 120, por lo que habría que cambiar el mapeo del impuesto de bienes a la casilla 60. [SEP] There hasn't been any activity on this issue in the past 6 months, so it has been marked as stale and it will be closed automatically if no further activity occurs in the next 30 days.
If you want this issue to never become stale, please ask a PSC member to apply the ""no stale"" label."
Issue,4173,[16.0][IMP] l10n_es_aeat_mod347: Establecer como No válido en multicompañía,"Al calcular el modelo 347, el sistema recoge automáticamente los registros de operaciones anuales con un importe superior a 3.005,06 €. Sin embargo, algunos de estos registros no deben declararse porque ya se incluyen en otros modelos o porque no existe obligación fiscal.

Actualmente, no se puede marcar en los contactos la opción de ""No declarar en el 347"", ya que, en multicompañía, esos mismos contactos pueden necesitar ser declarados en otras compañías, lo que podría generar errores en la presentación.

Existe la opción de mover estos registros a la papelera, pero ciertos usuarios quieren mantener un control sobre cuáles han sido eliminados, especialmente en caso de futuras inspecciones y haciendo este paso de enviar a la papelera, **no queda rastro** de lo que se ha hecho, ni siquiera en el chat

Cuando se marca un registro como **_""establecer como no válido""_**, este cambia de color para identificarse visualmente, pero el número total de registros y el importe declarado no se actualizan, lo que genera confusión en la conciliación de datos.

Se espera que cuando un usuario marque un registro como ""establecer como no válido"", este **_se reste automáticamente del número total de registros y su importe se descuente del importe total declarado_**. Esto garantizaría un mayor control y precisión en la declaración del modelo 347, evitando ajustes manuales y posibles errores en la presentación.

No queremos que se excluyan del 347 si no marcarlos como ""No válidos"" para que quede constancia de ellos pero no sume al número de registro y al importe total del modelo, ni se registren en el .xml

Sugerimos:
  * Implementar una funcionalidad que, al marcar un registro como ""No válido"", actualice en tiempo real el conteo total de registros y el importe total declarado.
  * Mantener la visibilidad del registro en la interfaz con un color diferenciado, pero sin que se contabilice en los totales.
  * Permitir la consulta de los registros marcados como ""No válidos"" para auditorías o inspecciones futuras.

![Image](https://github.com/user-attachments/assets/a97df89a-2cfe-4b21-abe1-2210732af4aa)

@moduon MT-8997
@rafaelbn @EmilioPascual ","Es mucho más sencillo hacer el check de ""No incluir en el 347"" del contacto como dependiente de la compañía. [SEP] There hasn't been any activity on this issue in the past 6 months, so it has been marked as stale and it will be closed automatically if no further activity occurs in the next 30 days.
If you want this issue to never become stale, please ask a PSC member to apply the ""no stale"" label."
Issue,4169,[17.0] l10n_es_aeat_sii_oca: NIF requerido en cliente para facturas extracomunitarias,"Hemos detectado que con clientes extracomunitarios no se pueden enviar las facturas al SII porque pide que el NIF esté rellenado en el contacto. El contacto, aparte del país, tiene Posición Fiscal extracomunitaria.
Si rellenamos con algún caracter para evitar el error se envía:

[...]
""IDOtro"": {
                ""CodigoPais"": ""GB"",
                ""IDType"": ""04"",
                ""ID"": """" --> vacío
            }
[....]
Y SII devuelve en su respuesta el error: 1100 | Valor o tipo incorrecto del campo: ID
[...]
  'RefExterna': None,
            'EstadoRegistro': 'Incorrecto',
            'CodigoErrorRegistro': 1100,
            'DescripcionErrorRegistro': 'Valor o tipo incorrecto del campo: ID',
[...]

En runboat hemos hecho pruebas también, sin certificado (configurado en la imagen adjunta), pero no deja validar la factura por el mismo motivo, sólo cuando rellenamos el campo NIF. No veo el json que se genera por el tema del certificado. 

Adjunto vídeo de una compañera. 
El contacto también tiene Posición fiscal extracomunitaria. 

![Image](https://github.com/user-attachments/assets/ae1e0400-1e70-472d-99e0-6bf84ba381a9)

https://github.com/user-attachments/assets/17609168-fc81-434b-bbc3-6f953fbd8150

Si necesitáis más información decidnos. Yo en cuanto pueda intentaré encontrar en qué punto salta el error debugeando el proceso, pero si con esto se os ocurre algo o si alguien más ha tenido este problema. 
¿El error puede ir por el IDType que lleva y que requiere NIF? No estoy muy puesto en los códigos que informan al SII.
¡Saludos!",¿En la posición fiscal del régimen extracomunitario habéis puesto que el tipo de identificación SII sea de exportación? [SEP] Buenos días @pedrobaeza he probado en el mismo runboat y ahora estamos haciendo pruebas en el cliente. Tiene pinta que es eso. Muchísimas gracias. 
Issue,4165,l10n_es_aeat: Plantillas de impuestos archivados que no se pueden utilizar en los mapeos,"## Module
Módulos que dependen de `l10n_es_aeat` y utilizan mapeos de plantillas de impuestos.

## Describe the bug
En este [commit](https://github.com/odoo/odoo/commit/ef8c7e2b693584f5bba7c1d3b6418bef8e6a256f) de Odoo se archivaron una seríe de impuestos, los del 5% y el recargo de equivalencia 0,62.

Además, hay otras plantillas de impuestos archivadas como pueden ser los irnr.

Al estar archivados estas plantillas impuestos, no se pueden incluir en un mapeo de impuestos para cualquier modelo de AEAT o el SII.

Si tienes activados alguno de estos impuestos porque los necesitas, al actualizar Odoo se archivarán las plantillas de impuestos y aunque los tuvieras previamente incluidos en los mapeos respectivos no se tendrán en cuenta para el cálculo de los modelos o para el SII.

## To Reproduce
**Affected versions**: 

Steps to reproduce the behavior:
1. Activa la plantilla de impuesto ""Retención IRPF No residentes no-UE 24%"".
1. Actualiza el plan general contable para que se active el impuesto ""Retención IRPF No residentes no-UE 24%"" en la compañía.
1. Genera facturas con ese impuesto.
1. Realiza el mapeo en el SII para este impuesto.
1. Actualiza el módulo l10n_es. La plantilla de impuesto ""Retención IRPF No residentes no-UE 24%"" se archivará.
1. Las líneas de factura con el impuesto ""Retención IRPF No residentes no-UE 24%"" no se enviarán al SII.

Este ejemplo es con un impuesto específico y con el SII, pero puede pasar con otros impuestos o con los mapeos de los modelos de Hacienda en vez del mapeo del SII.

**Expected behavior**
Que al coger las plantillas de impuestos de los mapeos tenga en cuenta las plantillas de impuestos archivadas.

**Additional context**
En cuanto a los impuestos que Odoo archivó en este  [commit](https://github.com/odoo/odoo/commit/ef8c7e2b693584f5bba7c1d3b6418bef8e6a256f) según la Ley 37/1992, de 28 de diciembre, del Impuesto sobre el Valor Añadido (https://www.boe.es/buscar/act.php?id=BOE-A-1992-28740) actualizada el 21/01/2025, en el punto tres del Artículo 99. Ejercicio del derecho a la deducción tienes derecho a dedución durante los 4 años siguientes, por lo que aunque Odoo archive el impuesto deberías de estar vigente un mínimo de 4 años.

![Image](https://github.com/user-attachments/assets/174c3972-02a1-4a62-9978-ce146f8d29e9)","Este commit y otros similares en diversos módulos ya tenían en cuenta que estuvieran archivados:

https://github.com/OCA/l10n-spain/commit/e4457af95b1c027a71eb74b1a6e066e6c828b9e8

Tendrás que concretar algo más para saber si falta algo por aplicar. [SEP] Era para versión 14 que no estaba hecho el backport. Acabo de hacerlo en https://github.com/OCA/l10n-spain/pull/4170

@pedrobaeza gracias por el apunte."
Issue,4155,Version 17 del Modulo l10n_es_aeat_sii_oca no envia las facturas a hacienda.,"Hola, nos hemos migrado de una version 15 a la version 17 de odoo. En la versión 15 el moduloi del SII funciona correctamente. Sin embargo, el modulo del SII en la versión 17 no hace nada.  Parece que no se comunica con hacienda.

","Me temo que la información proporcionada no es suficiente para poder ayudar. [SEP] Buenas tardes,
He detectado que el error se produce porque al pulsar en la acción de servidor Enviar al SII en las facturas, en la función de default_get, no actualiza el campo account_move_ids, con las IDS seleccionadas, por lo que al intentar enviar al SII, aparece sin facturas a enviar.
l10n_es_aeat_sii_oca/wizards/account_move_send_sii.py. 
```
        res.update(
            {
                ""sending_number"": len(account_moves),
                ""not_send_without_errors_number"": len(not_send_without_errors),
                ""with_errors_number"": len(with_errors),
                ""modified_number"": len(modified),
            }
        )
        return res
```

Saludos
 [SEP] Fuera de que ahí pueda haber un error, ¿por qué se están usando ese asistente, si con una configuración normal se encola para enviar en cuanto se confirma la factura? [SEP] En mi caso tengo habilitado el que no se envíe las facturas automáticamente, si no que se haga manualmente con el botón de Enviar al SII [SEP] Como tal, considero un error hacerlo de esa forma, porque es muy fácil ""olvidarse"" de alguna factura a enviar y hacerlo en plazo, pero bueno, cada uno que elija la forma que quiera. Entiendo de todas formas que no tienes nada que ver con Eva y la tuya ha sido una averiguación parelela, ¿verdad? [SEP] @Evaguadaltech es posible que alguna de las facturas esté dando error en el envío y por eso parezca que no haga nada. 
Intenta ejecutar la acción planificada manualmente y mira si te sale algún mensaje de error. 

Hola @pedrobaeza iba a abrir un issue, pero me cuelgo de este hilo, en caso de ser necesario lo abro formalmente. 
¿Sabes si es normal que no se puedan enviar al SII facturas de cliente de países extracomunitarios  sin NIF establecido? En versión 15 sí se podía y no veo que en v17 haya que hacer una configuración adicional. ¿Es obligatorio? Gracias 
 [SEP] @mof-landoo en principio sobre eso no ha habido ningún cambio, así que alguna diferencia debería haber entre lo hecho en la 15 y en la 17. Analiza eso, y si no, especifica todos los pasos con datos para reproducir el error en una issue diferente. [SEP] Muy buenas, nosotros estamos teniendo el mismo problema. Tenemos la versión 17 de Odoo y enviamos las facturas de forma manual pulsando el botón (también lo hemos probado de forma automática). Desde el lado de Odoo parece que se ha enviado la factura de forma correcta, cambia a estado Enviado, obtiene el SII CSV, incluso muestra el Retorno SII, pero luego consultamos en la agenciatributaria y la factura no ha llegado.
También he probado a ejecutar la acción planificada de forma manual pero tampoco funciona.
En nuestro log de odoo (odoo-server.log), cuando pulsamos Enviar al SII solo se muestra lo siguiente:
odoo.addons.base.models.ir_cron: Starting job: 'Send Invoices to SII'
odoo.addons.base.models.ir_cron: Job done: 'Send Invoices to SII' (0.794s)

No aparece ningún error.  
¿Se os ocurre por qué puede ser para que lo revise? [SEP] @AlbertoCanto si os devuelve CSV, sí que se está enviando. A ver si tenéis puesto el portal de pruebas en lugar del real... [SEP] El modo pruebas no estaba activado, además, lo curioso, es que el CSV que devuelve no coincide con el real, ya que el que aparece en el campo de Odoo SII CSV es un valor alfanumérico y el que aparece en la factura dentro del portal de la agenciatributaria es numérico solamente. [SEP] Serán números diferentes, porque el CSV siempre ha tenido formato alfanumérico. [SEP] Cierro como ya se fusionó el PR que corregía el asistente de envío."
Issue,4140,Error pre-migration l10n_es_facturae version 16,"<!-- Provide a general summary of the issue in the Title above.
Before opening the issue, please check that there isn't another issue addressing the same problem already created -->

## Module
l10n_es_facturae

## Describe the bug
Error en script premigrations version [16.0.1.10.0] (https://github.com/OCA/l10n-spain/tree/16.0/l10n_es_facturae/migrations/16.0.1.10.0) 

## To Reproduce
**Affected versions**: versión 16

Steps to reproduce the behavior:
1. Actualizar el repositorio en Odoo SH
2.
3.

**Expected behavior**
Al desplegar en Odoo SH salta el siguiente error:
Failed to load registry
Traceback (most recent call last):
  File ""/home/odoo/src/odoo/odoo/modules/registry.py"", line 87, in new
    odoo.modules.load_modules(registry, force_demo, status, update_module)
  File ""/home/odoo/src/odoo/odoo/modules/loading.py"", line 489, in load_modules
    processed_modules += load_marked_modules(cr, graph,
  File ""/home/odoo/src/odoo/odoo/modules/loading.py"", line 374, in load_marked_modules
    loaded, processed = load_module_graph(
  File ""/home/odoo/src/odoo/odoo/modules/loading.py"", line 185, in load_module_graph
    migrations.migrate_module(package, 'pre')
  File ""/home/odoo/src/odoo/odoo/modules/migration.py"", line 170, in migrate_module
    exec_script(self.cr, installed_version, pyfile, pkg.name, stage, stageformat[stage] % version)
  File ""/home/odoo/src/odoo/odoo/modules/migration.py"", line 188, in exec_script
    migrate(cr, installed_version)
  File ""/home/odoo/.local/lib/python3.10/site-packages/openupgradelib/openupgrade.py"", line 2054, in wrapped_function
    func(
  File ""/home/odoo/src/user/OCA/l10n-spain/l10n_es_facturae/migrations/16.0.1.10.0/pre-migration.py"", line 12, in migrate
    openupgrade.add_fields(
  File ""/home/odoo/.local/lib/python3.10/site-packages/openupgradelib/openupgrade.py"", line 2587, in add_fields
    logged_query(
  File ""/home/odoo/.local/lib/python3.10/site-packages/openupgradelib/openupgrade.py"", line 1517, in logged_query
    cr.execute(query, args)
  File ""/home/odoo/src/odoo/odoo/sql_db.py"", line 321, in execute
    res = self._obj.execute(query, params)
psycopg2.errors.InvalidTextRepresentation: invalid input syntax for type json
LINE 7:                         'OU', 'float',
                                ^
DETAIL:  Token ""OU"" is invalid.
CONTEXT:  JSON data, line 1: OU

Si comento el fichero de premigration (por si venía por ahí) despliega correctamente 

**Additional context**
Odoo enviroment in Odoo.sh","There hasn't been any activity on this issue in the past 6 months, so it has been marked as stale and it will be closed automatically if no further activity occurs in the next 30 days.
If you want this issue to never become stale, please ask a PSC member to apply the ""no stale"" label."
Issue,4138,Version 17 modelo 303,"Buenas tardes, se ha exportado el modelo 303 de la OCA de la version 17. Al subir el fichero txt que se genera en el modelo 303 a hacienda. En hacienda le muestra los siguientes errores:

![Image](https://github.com/user-attachments/assets/6124d28e-18eb-453a-a410-4e7a32c0fe6d)

El fichero de exportacion del modelo 303 es el siguiente:

![Image](https://github.com/user-attachments/assets/125b91c1-2836-40ad-b80e-1efa2578956b)

Me podeis indicar como resolverlo.

Gracias.
Un saludo.","Me pasa exactamente lo mismo, si alguien puede dar una solucion me salva, gracias.  [SEP] El módulo debe actualizarse a la última versión (en código y en base de datos), y utilizar la última configuración de exportación disponible. Cierro al estar ya cubierto en el módulo."
Issue,4115,Crear una plantilla de impuesto no un impuesto en version 17.0,"Buenas tardes, necesito saber donde se crean las plantillas de impuesto para mapearla en los distintos modelos que se envian a hacienda. Estoy utilizando la version 17.0 enterprise.

Gracias.
Un saludo.","Hola, Eva, ese tipo de preguntas puedes hacerla en https://www.aeodoo.org/forum, que es un lugar más adecuado para ello."
