tipo,numero,titulo,descripcion,comentarios,Comentario Preprocesado,Vector FT-IDF unigrama,Vector FT-IDF bigrama,Etiqueta: positivo(1) | neutral(0) | negativo(-1)
Issue,3970,l10n_es_aeat_mod303: Casilla 60 de exportaciones se suma por un cliente nacional con IVA exento repercutido y sujeto.,"<!-- Provide a general summary of the issue in the Title above.
Before opening the issue, please check that there isn't another issue addressing the same problem already created -->

## Module
[l10n_es_aeat_mod303](https://github.com/OCA/l10n-spain/tree/14.0/l10n_es_aeat_mod303)

## Describe the bug
Un arrendamiento de vivienda a un cliente nacional con impuesto ""IVA exento repercutido sujeto"" en el 303 NO debería ir en la 60 de exportaciones, dado que no se trata de una exportación y es exento, repercutido, **y sujeto**.

Con ""NO sujeto"" esto no pasaría, pero se da el caso de que es una operación **exenta y sujeta al IVA al mismo tiempo**. Al ser nacional, no debería ir en la casilla 60 porque no es una operación de exportación o asimiladas.

## To Reproduce
**Affected versions**: Versiones soportadas (>14.0)

Steps to reproduce the behavior:
1. Añadir impuesto IVA exento repercutido sujeto en un contacto de régimen nacional real.
2. Siendo de régimen nacional, aparece en la casilla 60 del 303 de ese periodo.

**Expected behavior**
No debería sumarse en la casilla 60 **en este caso, cuando el cliente es nacional**.

**Additional context**
Entiendo que no es por el naming que tenga el impuesto que sea ""No sujeto"" vs ""Sujeto"", los asesores me comentan que es un caso ""sujeto"" y ""exento"" a la vez.","Hola @giarve ,

Te comento para que le expliques a los asesores, pues lamentablemente hay un impuesto para gobernar todas las exenciones y claro... no vale. Entonces tiene que cambiar los XML-ID del ""impuesto comodín"" para corregirlo.

Existen varias exenciones del IVA y lamentablemente no tenemos (en Odoo 16 y anteriores) varios impuestos diferentes, sólo hay uno y otros más incorrecto y confuso que otra cosa.

Lo primero que tienes que determinar es ¿cuál es el artículo de La Ley del IVA que necesitan?

Y la respuesta que te van a decir es el Artículo 20 de la ley del IVA.

## Operaciones EXENTAS de IVA (sujetas pero exentas)

| Tipo de Exención                                           | Artículo LIVA      | Casilla Modelo 303                      |
|------------------------------------------------------------|--------------------|------------------------------------------|
| Exenciones interiores (sanidad, educación, etc.)           | Art. 20            | Casilla 83 (*solo en 4T o mes 12*)       |
| Exportaciones de bienes                                    | Art. 21            | Casilla 60 / 94                          |
| Operaciones asimiladas a exportaciones                     | Art. 22            | Casilla 60 / 94                          |
| Servicios relacionados con exportaciones                   | Art. 23            | Casilla 60 / 94                          |
| Zonas francas, depósitos aduaneros, etc.                   | Art. 24            | Casilla 60 / 94                          |
| Entregas intracomunitarias de bienes                       | Art. 25            | Casilla 59 / 93                          |
| Agencias de viajes – operaciones exentas                   | Art. 143           | Casilla 60 / 94                          |

---

## Operaciones NO SUJETAS al IVA (por localización u otros motivos)

| Tipo de No Sujeción                                         | Fundamento Legal   | Casilla Modelo 303 |
|-------------------------------------------------------------|---------------------|---------------------|
| Operaciones No sujetas por reglas de localización           | Arts. 69-70 LIVA    | Casilla 120         |
| Otras operaciones no sujetas por reglas de localización     | Arts. 68-72 LIVA    | Casilla 121         |
",hola giarve comentar expliques asesor lamentablemente impuesto gobernar exención cambiar xml-id impuesto comodín corregir él exención iva lamentablemente odoo anterior impuesto incorrecto confuso cosa tener determinar artículo ley iva necesitar respuesta artículo ley iva operación exento iva sujeto exento tipo exención artículo livo casilla modelo exención interior sanidad educación etc. art casilla 4 t mes exportación bien art zona franco depósito aduanero etc. casilla operación sujeto iva localización motivo tipo sujeción fundamento legal casilla modelo operación sujeto regla localización arts operación sujeto regla localización arts,"{'odoo': 0.0508, 'modelo': 0.1275, 'anterior': 0.0769, 'hola': 0.0537, 'él': 0.0402, 'impuesto': 0.1587, 'tener': 0.0535, 'etc': 0.1606, 'comentar': 0.0646, 'corregir': 0.0791, 'tipo': 0.1292, 'necesitar': 0.0646, 'operación': 0.268, 'iva': 0.2882, 'motivo': 0.0846, 'cosa': 0.0675, 'casilla': 0.2819, 'respuesta': 0.078, 'incorrecto': 0.083, 'cambiar': 0.0594, 'id': 0.0884, 'legal': 0.0884, 'mes': 0.0803, 'ley': 0.1728, 'xml': 0.078, 'fundamento': 0.1011, 'artículo': 0.2652, 'bien': 0.0864, 'exportación': 0.078, 'localización': 0.2591, 'sujeto': 0.3118, 'giarve': 0.1011, 'asesor': 0.0968, 'exención': 0.4046, 'comodín': 0.1011, 'confuso': 0.1011, 'determinar': 0.0968, 'exento': 0.1814, 'educación': 0.0968, 'art': 0.2023, 'zona': 0.1011}","{'artículo ley': 0.4402, 'iva sujeto': 0.23, 'cambiar xml': 0.23, 'xml id': 0.23, 'impuesto comodín': 0.23, 'corregir él': 0.23, 'anterior impuesto': 0.23, 'sujeto exento': 0.23, 'operación sujeto': 0.6603}",
Issue,3970,l10n_es_aeat_mod303: Casilla 60 de exportaciones se suma por un cliente nacional con IVA exento repercutido y sujeto.,"<!-- Provide a general summary of the issue in the Title above.
Before opening the issue, please check that there isn't another issue addressing the same problem already created -->

## Module
[l10n_es_aeat_mod303](https://github.com/OCA/l10n-spain/tree/14.0/l10n_es_aeat_mod303)

## Describe the bug
Un arrendamiento de vivienda a un cliente nacional con impuesto ""IVA exento repercutido sujeto"" en el 303 NO debería ir en la 60 de exportaciones, dado que no se trata de una exportación y es exento, repercutido, **y sujeto**.

Con ""NO sujeto"" esto no pasaría, pero se da el caso de que es una operación **exenta y sujeta al IVA al mismo tiempo**. Al ser nacional, no debería ir en la casilla 60 porque no es una operación de exportación o asimiladas.

## To Reproduce
**Affected versions**: Versiones soportadas (>14.0)

Steps to reproduce the behavior:
1. Añadir impuesto IVA exento repercutido sujeto en un contacto de régimen nacional real.
2. Siendo de régimen nacional, aparece en la casilla 60 del 303 de ese periodo.

**Expected behavior**
No debería sumarse en la casilla 60 **en este caso, cuando el cliente es nacional**.

**Additional context**
Entiendo que no es por el naming que tenga el impuesto que sea ""No sujeto"" vs ""Sujeto"", los asesores me comentan que es un caso ""sujeto"" y ""exento"" a la vez.","Lo ideal aquí no sería tener un impuesto distinto por cada artículo del IVA entonces? Cuál sería el problema? Compatibilidad con versiones anteriores?

El impuesto comodín este va a cubrir muchos casos, pero no siempre y no queda claro cuando **sin mirar las casillas de mapeo de impuestos**. 
Otra alternativa sería tener más impuestos comodines, por ejemplo, agrupar todos los que van a la Casilla 60 / 94. O se le pone un nombre largo.

Lo más fácil para el usuario: que el impuesto sea autodescriptivo, es decir, 1 impuesto por cada artículo del IVA.
Lo más fácil para mantener, entiendo: impuesto comodín para las mismas casillas (problema: quizás en un futuro hay que desglosar si cambia la casilla y daría pie a errores? no se las veces que ha podido pasar esto o si ha pasado)

De todas formas no le veo mucha diferencia pero no soy yo el que ha estado manteniendo los impuestos así que voy a dejar que gente con más experiencia digan algo por este hilo.",ideal impuesto distinto artículo iva problema compatibilidad versión anterior impuesto comodín cubrir caso quedar mirar casilla mapeo impuesto alternativa impuesto comodín ejemplo agrupar casilla poner nombre fácil usuario impuesto autodescriptivo impuesto artículo iva fácil mantener entender impuesto comodín casilla problema futuro desglosar cambiar casilla dar pie error poder pasar forma ver diferencia mantener impuesto dejar gente experiencia decir hilo,"{'poder': 0.0632, 'problema': 0.1227, 'error': 0.0619, 'mantener': 0.1946, 'compatibilidad': 0.1132, 'pasar': 0.0806, 'ideal': 0.1056, 'versión': 0.0758, 'poner': 0.0709, 'caso': 0.0596, 'anterior': 0.096, 'cubrir': 0.1103, 'impuesto': 0.5283, 'dar': 0.083, 'dejar': 0.0806, 'usuario': 0.085, 'mapeo': 0.096, 'ejemplo': 0.0776, 'entender': 0.0818, 'ver': 0.0682, 'nombre': 0.0973, 'iva': 0.1439, 'quedar': 0.0843, 'forma': 0.0781, 'gente': 0.1056, 'casilla': 0.3519, 'decir': 0.0791, 'cambiar': 0.0742, 'hilo': 0.1002, 'mirar': 0.085, 'distinto': 0.1002, 'diferencia': 0.1018, 'artículo': 0.2207, 'fácil': 0.2333, 'comodín': 0.3788, 'alternativa': 0.1263, 'agrupar': 0.1208, 'futuro': 0.1167, 'desglosar': 0.1208, 'experiencia': 0.1167}","{'versión anterior': 0.2469, 'mapeo impuesto': 0.2469, 'impuesto comodín': 0.8476, 'anterior impuesto': 0.2825, 'caso quedar': 0.2825}",
Issue,3970,l10n_es_aeat_mod303: Casilla 60 de exportaciones se suma por un cliente nacional con IVA exento repercutido y sujeto.,"<!-- Provide a general summary of the issue in the Title above.
Before opening the issue, please check that there isn't another issue addressing the same problem already created -->

## Module
[l10n_es_aeat_mod303](https://github.com/OCA/l10n-spain/tree/14.0/l10n_es_aeat_mod303)

## Describe the bug
Un arrendamiento de vivienda a un cliente nacional con impuesto ""IVA exento repercutido sujeto"" en el 303 NO debería ir en la 60 de exportaciones, dado que no se trata de una exportación y es exento, repercutido, **y sujeto**.

Con ""NO sujeto"" esto no pasaría, pero se da el caso de que es una operación **exenta y sujeta al IVA al mismo tiempo**. Al ser nacional, no debería ir en la casilla 60 porque no es una operación de exportación o asimiladas.

## To Reproduce
**Affected versions**: Versiones soportadas (>14.0)

Steps to reproduce the behavior:
1. Añadir impuesto IVA exento repercutido sujeto en un contacto de régimen nacional real.
2. Siendo de régimen nacional, aparece en la casilla 60 del 303 de ese periodo.

**Expected behavior**
No debería sumarse en la casilla 60 **en este caso, cuando el cliente es nacional**.

**Additional context**
Entiendo que no es por el naming que tenga el impuesto que sea ""No sujeto"" vs ""Sujeto"", los asesores me comentan que es un caso ""sujeto"" y ""exento"" a la vez.","En 17 ya hay un desglose de cada IVA exento según artículo, e hice un remapeo. Revisad https://github.com/OCA/l10n-spain/pull/4084/files#diff-8da58f33dfe1f2b3032205072ca8757fc48b8ca81d21fde4951d35fd5bc176eeR42

Parece que en la casilla 60 siguen faltando otros tipos de exento según la tabla de Rafa, eso sí.",desglose iva exento artículo hacer remapeo,"{'hacer': 0.2881, 'iva': 0.2838, 'artículo': 0.4352, 'desglose': 0.4467, 'exento': 0.4467, 'remapeo': 0.498}",{},
Issue,3961,TBAI no ha generado codigo QR,"
## Module
l10n_es_edi_tbai para Odoo 17

## Describe the bug
Buenas,

Tengo instalado el modulo  l10n_es_edi_tbai y he subido mi primera factua con el mismo.

Los datos ha subido y validado con Hacienda de Gipuzkoa sin ningun error.

Mi problema es que no me ha generado el codigo QR en la fra y no sé ahora si puedo regenerar ese código QR  de alguna manera.

Tengo que hacer una segunda fra y no me atrevo hasta no solucionar esto.

Tengo Odoo17 CE, se os ocurre por donde tirar? Se puede regenerar el codigo qr de alguna manera?

Gracias de antemano.
Saludos	","Hola, Nosotros llevamos ya unos meses trabajando con el módulo de TicketBAI  contra la hacienda de Bizkaia sin problemas, y el QR se genera en el momento de firmar la factura para enviarla al LROE. SIn embargo desde la actualización a Odoo18 falla y sabemos que está dando muchos problemas. Odoo por ahora no está dando respuestas.",hola llevar mes trabajar módulo ticketbai hacienda bizkaia problema qr generar momento firmar factura enviar él lroe actualización odoo18 falla dar problema odoo dar respuesta,"{'problema': 0.258, 'odoo': 0.1334, 'módulo': 0.1188, 'generar': 0.1746, 'llevar': 0.1947, 'hola': 0.1411, 'él': 0.1056, 'dar': 0.3491, 'factura': 0.1278, 'enviar': 0.1568, 'firmar': 0.2382, 'qr': 0.2076, 'trabajar': 0.2047, 'respuesta': 0.2047, 'momento': 0.1787, 'hacienda': 0.1887, 'actualización': 0.2321, 'mes': 0.2108, 'ticketbai': 0.1994, 'bizkaia': 0.2108, 'lroe': 0.2542, 'odoo18': 0.2655, 'falla': 0.2655}","{'enviar él': 0.3323, 'factura enviar': 0.3563, 'él lroe': 0.3973, 'hacienda bizkaia': 0.3973, 'firmar factura': 0.3973, 'dar problema': 0.3803, 'problema odoo': 0.3803}",
Issue,3961,TBAI no ha generado codigo QR,"
## Module
l10n_es_edi_tbai para Odoo 17

## Describe the bug
Buenas,

Tengo instalado el modulo  l10n_es_edi_tbai y he subido mi primera factua con el mismo.

Los datos ha subido y validado con Hacienda de Gipuzkoa sin ningun error.

Mi problema es que no me ha generado el codigo QR en la fra y no sé ahora si puedo regenerar ese código QR  de alguna manera.

Tengo que hacer una segunda fra y no me atrevo hasta no solucionar esto.

Tengo Odoo17 CE, se os ocurre por donde tirar? Se puede regenerar el codigo qr de alguna manera?

Gracias de antemano.
Saludos	","A mi con la versión Odoo17, tenia problemas para generar el codigo QR, aunque si que subían bien las facturas (esto puedes chequear en la web de Hacienda de Gipuzkoa [https://egoitza.gipuzkoa.eus/WAS/CORP/WATTramiteakWEB/inicio.do])   y gracias a la comunidad de OCA aeodoo. El link de la consulta es el siguiente:
[https://www.aeodoo.org/en/forum/localizacion-espanola-3/tbai-error-al-generar-el-codigo-qr-1960])
Lo solucioné instalando:
pip install reportlab
sudo apt-get install libcairo2",versión odoo17 tenia problema generar codigo qr subir factura poder chequear web hacienda gipuzkoa .do gracias comunidad oca aeodoo link consulta solucionar instalar pip install reportlab sudo apt-get install libcairo2,"{'poder': 0.1444, 'problema': 0.1401, 'generar': 0.1896, 'gracias': 0.1545, 'versión': 0.1732, 'solucionar': 0.2194, 'oca': 0.1818, 'factura': 0.1388, 'subir': 0.1992, 'qr': 0.2255, 'tenia': 0.2665, 'instalar': 0.2413, 'codigo': 0.2665, 'hacienda': 0.2049, 'consulta': 0.2327, 'aeodoo': 0.2521, 'web': 0.2761, 'gipuzkoa': 0.2884, 'comunidad': 0.2761, 'pip': 0.2884}","{'subir factura': 0.5774, 'factura poder': 0.5774, 'hacienda gipuzkoa': 0.5774}",
Issue,3941,[16.0][BUG] l10n_aeat_sii_oca: Facturas de Tipo F6,"El módulo/desarrollo no incluye las facturas de tipo F6.

(https://github.com/user-attachments/assets/f84752c9-ded4-4272-93cf-c8ce0be02631)

Este tipo de factura (F6) se utiliza por ejemplo cuándo un proveedor es extracomunitario, pero con NIF europeo.

La operación está sujeta y no exenta, En el 303 funciona cómo el sujeto pasivo o las adquisiciones intracomunitarias, pero este tipo de factura de servicios no comunitarios, deben constar en las casillas 12-13 (IVA devengado) y 28-29 (IVA deducible)

Normativa AEAT (Página 65): https://sede.agenciatributaria.gob.es/static_files/Sede/Procedimiento_ayuda/G417/FicherosSuministros/V_Final/FAQsAVyREBU31032023V-FINAL.pdf



","Hola, efectivamente no está cubierto. He anotado la falta para que conste en https://github.com/OCA/l10n-spain/commit/5c46443507ba3da27ae3e1158894df1a651312e8, pero a no ser que contribuyáis vosotros con esa mejora, no está previsto incluirlo, así que cierro.",hola efectivamente cubierto,"{'hola': 0.4268, 'efectivamente': 0.5892, 'cubierto': 0.6861}",{},
Issue,3896,Error en MOD 111 ODOO 17 de AEAT al crear archivo de exportación para subirlo a la web de AEAT por lotes,"<!-- Provide a general summary of the issue in the Title above.
Before opening the issue, please check that there isn't another issue addressing the same problem already created -->

## Module
17.0/l10n_es_aeat_mod111

## Describe the bug

Al intentar subir el archivo a AEAT me da el siguiente error  ""111_informe_2025-01-14.txt"" = [""CTROLEOF - No se deben presentar declaraciones con carácter de fin de línea o de carro 082-11  14/01/2025 10:21:42""]

## To Reproduce
17.0/l10n_es_aeat_mod111

Steps to reproduce the behavior:
1. subir el archivo por lotes en la web de la AEAT
2.
3.

**Expected behavior**
Al asubirlo deberia de haber pasado ok firmando el archivo y termiando el proceso. 

**Additional context**
Exportar el archivo por lotes para subir a AEAT","Sucede lo mismo para versión 16.0.

La presentación de pagos por lotes es un servicio que permite enviar declaraciones correspondientes al mismo modelo, ejercicio y perodo de forma conjunta y automática: https://sede.agenciatributaria.gob.es/Sede/ayuda/manuales-videos-folletos/videos/presentacion-declaraciones-lotes.html

Lo curioso es que si subes los mismos archivos por separado AEAT se lo traga, pero por lotes da el error:

>CTROLEOF - No se deben presentar declaraciones con carácter de fin de línea o de carro

No hay ninguna especificación técnica, ni nada en el diseño de registro del modelo 111 que indique que se tiene que generar de manera diferente el archivo de exportación.

De todas formas por el error que da, tiene pinta que el error está aquí https://github.com/OCA/l10n-spain/blob/16.0/l10n_es_aeat_mod111/data/aeat_export_mod111_data.xml#L720",suceder versión presentación pago lote servicio permitir enviar declaración correspondiente modelo ejercicio perodo forma conjunto automático .html curioso subir archivo separado aeat tragar lote error ctroleof presentar declaración carácter línea carro especificación técnico diseño registro modelo indicar generar archivo exportación,"{'generar': 0.1169, 'modelo': 0.2242, 'ejercicio': 0.1519, 'aeat': 0.1068, 'error': 0.0873, 'correspondiente': 0.139, 'permitir': 0.1169, 'versión': 0.1068, 'enviar': 0.105, 'diseño': 0.1435, 'registro': 0.1304, 'subir': 0.1228, 'técnico': 0.1435, 'suceder': 0.1519, 'indicar': 0.1178, 'declaración': 0.2609, 'forma': 0.11, 'html': 0.1488, 'automático': 0.1554, 'pago': 0.1435, 'línea': 0.1217, 'separado': 0.1435, 'especificación': 0.1702, 'presentar': 0.1488, 'servicio': 0.1319, 'exportación': 0.1371, 'curioso': 0.1702, 'carácter': 0.1702, 'presentación': 0.1702, 'lote': 0.3557, 'perodo': 0.1779, 'conjunto': 0.1702, 'archivo': 0.3038, 'tragar': 0.1702, 'ctroleof': 0.1779, 'carro': 0.1779}","{'diseño registro': 0.1446, 'permitir enviar': 0.1489, 'suceder versión': 0.1612, 'versión presentación': 0.1612, 'presentación pago': 0.1612, 'pago lote': 0.1612, 'lote servicio': 0.1612, 'servicio permitir': 0.1612, 'enviar declaración': 0.1612, 'declaración correspondiente': 0.1612, 'correspondiente modelo': 0.1612, 'modelo ejercicio': 0.1543, 'ejercicio perodo': 0.1612, 'perodo forma': 0.1612, 'forma conjunto': 0.1612, 'conjunto automático': 0.1612, 'automático html': 0.1612, 'html curioso': 0.1612, 'curioso subir': 0.1612, 'subir archivo': 0.1543, 'archivo separado': 0.1612, 'separado aeat': 0.1612, 'aeat tragar': 0.1612, 'tragar lote': 0.1612, 'lote error': 0.1612, 'error ctroleof': 0.1612, 'ctroleof presentar': 0.1612, 'presentar declaración': 0.1612, 'declaración carácter': 0.1612, 'carácter línea': 0.1612, 'línea carro': 0.1612, 'carro especificación': 0.1612, 'especificación técnico': 0.1612, 'técnico diseño': 0.1612, 'registro modelo': 0.1612, 'modelo indicar': 0.1612, 'indicar generar': 0.1612, 'generar archivo': 0.1612, 'archivo exportación': 0.1612}",
Issue,3896,Error en MOD 111 ODOO 17 de AEAT al crear archivo de exportación para subirlo a la web de AEAT por lotes,"<!-- Provide a general summary of the issue in the Title above.
Before opening the issue, please check that there isn't another issue addressing the same problem already created -->

## Module
17.0/l10n_es_aeat_mod111

## Describe the bug

Al intentar subir el archivo a AEAT me da el siguiente error  ""111_informe_2025-01-14.txt"" = [""CTROLEOF - No se deben presentar declaraciones con carácter de fin de línea o de carro 082-11  14/01/2025 10:21:42""]

## To Reproduce
17.0/l10n_es_aeat_mod111

Steps to reproduce the behavior:
1. subir el archivo por lotes en la web de la AEAT
2.
3.

**Expected behavior**
Al asubirlo deberia de haber pasado ok firmando el archivo y termiando el proceso. 

**Additional context**
Exportar el archivo por lotes para subir a AEAT","Emilio, prueba a quitar eso a ver si funciona. Se que por ejemplo en Navarra es al revés: que algunos modelos, sin LF+CR, no funcionan.",emilio probar quitar funcionar ejemplo navarra revés modelo lf cr funcionar,"{'modelo': 0.2814, 'funcionar': 0.5303, 'revés': 0.4466, 'ejemplo': 0.2744, 'probar': 0.3031, 'quitar': 0.3205, 'emilio': 0.4126}",{},
Issue,3896,Error en MOD 111 ODOO 17 de AEAT al crear archivo de exportación para subirlo a la web de AEAT por lotes,"<!-- Provide a general summary of the issue in the Title above.
Before opening the issue, please check that there isn't another issue addressing the same problem already created -->

## Module
17.0/l10n_es_aeat_mod111

## Describe the bug

Al intentar subir el archivo a AEAT me da el siguiente error  ""111_informe_2025-01-14.txt"" = [""CTROLEOF - No se deben presentar declaraciones con carácter de fin de línea o de carro 082-11  14/01/2025 10:21:42""]

## To Reproduce
17.0/l10n_es_aeat_mod111

Steps to reproduce the behavior:
1. subir el archivo por lotes en la web de la AEAT
2.
3.

**Expected behavior**
Al asubirlo deberia de haber pasado ok firmando el archivo y termiando el proceso. 

**Additional context**
Exportar el archivo por lotes para subir a AEAT","> Sucede lo mismo para versión 16.0.
> 
> La presentación de pagos por lotes es un servicio que permite enviar declaraciones correspondientes al mismo modelo, ejercicio y perodo de forma conjunta y automática: https://sede.agenciatributaria.gob.es/Sede/ayuda/manuales-videos-folletos/videos/presentacion-declaraciones-lotes.html
> 
> Lo curioso es que si subes los mismos archivos por separado AEAT se lo traga, pero por lotes da el error:
> 
> > CTROLEOF - No se deben presentar declaraciones con carácter de fin de línea o de carro
> 
> No hay ninguna especificación técnica, ni nada en el diseño de registro del modelo 111 que indique que se tiene que generar de manera diferente el archivo de exportación.
> 
> De todas formas por el error que da, tiene pinta que el error está aquí https://github.com/OCA/l10n-spain/blob/16.0/l10n_es_aeat_mod111/data/aeat_export_mod111_data.xml#L720


------
Hola buenos días. 
Comentaros que cuando vas a validad el 303 al importar el archivo también da error. Os lo pongo por si sirve de ayuda. 
Vosotros sabéis más ahora mismo de las especificaciones. 

![Image](https://github.com/user-attachments/assets/5cfebef9-c107-4d94-a133-982907dc2a61)

y este son los errores del archivo que se ha subido

![Image](https://github.com/user-attachments/assets/68ca0238-28a8-4916-bdc3-caafa309eeb2)

el archivo es la exportacion que realiza Odoo en el modelo 303 vuestro",suceder versión presentación pago lote servicio permitir enviar declaración correspondiente modelo ejercicio perodo forma conjunto automático .html curioso subir archivo separado aeat tragar lote error ctroleof presentar declaración carácter línea carro especificación técnico diseño registro modelo indicar generar archivo exportación comentar tú ir validad importar archivo error poner servir ayuda sabéis especificación,"{'generar': 0.0997, 'modelo': 0.1911, 'ejercicio': 0.1295, 'aeat': 0.091, 'error': 0.1488, 'correspondiente': 0.1186, 'permitir': 0.0997, 'versión': 0.091, 'poner': 0.0852, 'servir': 0.1186, 'enviar': 0.0896, 'diseño': 0.1223, 'registro': 0.1112, 'comentar': 0.0969, 'subir': 0.1047, 'importar': 0.1204, 'técnico': 0.1223, 'suceder': 0.1295, 'indicar': 0.1004, 'declaración': 0.2224, 'forma': 0.0938, 'html': 0.1268, 'automático': 0.1325, 'tú': 0.1325, 'ayuda': 0.1186, 'pago': 0.1223, 'sabéis': 0.1401, 'ir': 0.1139, 'línea': 0.1038, 'separado': 0.1223, 'especificación': 0.2903, 'presentar': 0.1268, 'servicio': 0.1125, 'exportación': 0.1169, 'curioso': 0.1451, 'carácter': 0.1451, 'presentación': 0.1451, 'lote': 0.3033, 'perodo': 0.1516, 'conjunto': 0.1451, 'archivo': 0.3885, 'tragar': 0.1451, 'ctroleof': 0.1516, 'carro': 0.1516}","{'diseño registro': 0.1427, 'permitir enviar': 0.147, 'servir ayuda': 0.1591, 'suceder versión': 0.1591, 'versión presentación': 0.1591, 'presentación pago': 0.1591, 'pago lote': 0.1591, 'lote servicio': 0.1591, 'servicio permitir': 0.1591, 'enviar declaración': 0.1591, 'declaración correspondiente': 0.1591, 'correspondiente modelo': 0.1591, 'modelo ejercicio': 0.1523, 'ejercicio perodo': 0.1591, 'perodo forma': 0.1591, 'forma conjunto': 0.1591, 'conjunto automático': 0.1591, 'automático html': 0.1591, 'html curioso': 0.1591, 'curioso subir': 0.1591, 'subir archivo': 0.1523, 'archivo separado': 0.1591, 'separado aeat': 0.1591, 'aeat tragar': 0.1591, 'tragar lote': 0.1591, 'lote error': 0.1591, 'error ctroleof': 0.1591, 'ctroleof presentar': 0.1591, 'presentar declaración': 0.1591, 'declaración carácter': 0.1591, 'carácter línea': 0.1591, 'línea carro': 0.1591, 'carro especificación': 0.1591, 'especificación técnico': 0.1591, 'técnico diseño': 0.1591, 'registro modelo': 0.1591, 'modelo indicar': 0.1591, 'indicar generar': 0.1591, 'generar archivo': 0.1591, 'archivo exportación': 0.1591}",
Issue,3886,Modelo 349 - número de operadores erróneo,"El modelo me muestra 111 operadores, cuando tengo 38.


## Module

l10n_es_aeat_mod349

## Describe the bug
![imagen](https://github.com/user-attachments/assets/fc13ed78-fafb-4ed2-87dd-ceb69e2e7997)

Esos 111 en este caso parecen corresponden al número de OPERACIONES, no de operadores.

## To Reproduce
Versión 17","Hola, esa captura que enseñas no corresponde al módulo de OCA. Debe ser de los informes enterprise, y por tanto, tendrías que reportarlo a Odoo S. A., no aquí, o empezar a utilizar el 349 de OCA.",hola captura enseñar corresponder módulo oca informe enterprise tendriar reportar él odoo s. a. empezar utilizar oca,"{'odoo': 0.1724, 'utilizar': 0.2084, 'módulo': 0.1535, 'hola': 0.1823, 'él': 0.1364, 'oca': 0.4325, 'corresponder': 0.2768, 'informe': 0.3171, 'empezar': 0.2577, 'captura': 0.3077, 'enterprise': 0.3171, 'tendriar': 0.3431, 'reportar': 0.3284}",{'módulo oca': 1.0},
Issue,3886,Modelo 349 - número de operadores erróneo,"El modelo me muestra 111 operadores, cuando tengo 38.


## Module

l10n_es_aeat_mod349

## Describe the bug
![imagen](https://github.com/user-attachments/assets/fc13ed78-fafb-4ed2-87dd-ceb69e2e7997)

Esos 111 en este caso parecen corresponden al número de OPERACIONES, no de operadores.

## To Reproduce
Versión 17","Hola. Simplemente comentar que hemos cambiado de los módulos de enterprise a los de la OCA, gracias a tu respuesta.

Este error y otro comentado sobre la inclusión de operadores intracomunitarios en el modelo, que no lo eran, funcionan perfectamente aquí.

Saludos.",hola simplemente comentar cambiar módulo enterprise oca gracias respuesta error comentado inclusión operador intracomunitario modelo funcionar perfectamente saludo,"{'módulo': 0.1495, 'modelo': 0.2106, 'error': 0.1639, 'gracias': 0.179, 'funcionar': 0.1984, 'hola': 0.1775, 'oca': 0.2106, 'comentar': 0.2134, 'saludo': 0.245, 'simplemente': 0.2479, 'respuesta': 0.2575, 'cambiar': 0.1963, 'enterprise': 0.3087, 'perfectamente': 0.3087, 'comentado': 0.2997, 'operador': 0.3341, 'intracomunitario': 0.3087}","{'gracias respuesta': 0.6915, 'operador intracomunitario': 0.7224}",
Issue,3876,[17] dependencias de cryptography==3.4.8,"Instalando odoo en una instalación nueva con:
Description:    Ubuntu 24.04.1 LTS
Python 3.12.3

Encuentro problemas con las versiones de cryptography, 
los paquetes l10n_es_facturae_face y l10n_es_facturae tienen en los __manifest__.py dependencias cryptography==3.4.8 que me crean problemas con mi sistema que tiene 44.0.0

el fichero requirements.txt tambien contiene:
cryptography
cryptography==3.4.8

he instalado quitando el requisito de version de todas partes, pero no se si creará problemas.

en #3551 parece decir que este requisito no está en las versiones 15 y 17, pero al menos en estos dos paquetes yo la he encontrado.

No alcanzo a ver si el cambio que he hecho puede romper el funcionamiento.
",Liberada versión en #3936 ,liberado versión,{'versión': 1.0},{},
Issue,3872,[17.0] l10n_es_partner: Factura con contacto de nombre comercial pierde dirección,"Cuando se crea una factura y se asigna un contacto que tiene nombre comercial, se quita automáticamente la dirección de la compañía y esta información tampoco se sale en el impreso. En anteriores versiones a la V16 esto no pasa.

Ejemplo V16:

![image](https://github.com/user-attachments/assets/ef8e8bd2-0eda-4b28-9ac3-92f1dcfc9660)
![image](https://github.com/user-attachments/assets/dc4b59aa-3552-48c8-995c-f838df2e871f)
![image](https://github.com/user-attachments/assets/a25cca96-8b65-4bcc-bed8-2757468a5394)

Ejemplo v17:

![image](https://github.com/user-attachments/assets/a4d3f3bd-16d0-41ac-94fc-6267d939595f)
![image](https://github.com/user-attachments/assets/11554c97-61fb-4820-b5e2-a2960957ddf8)
![image](https://github.com/user-attachments/assets/4c3b7596-87c2-45a0-a1b1-0b65eaf87013)


","Duplicado de #3636 

Por favor no es necesario que me hagas ping. Recibo igual las notificaciones.",duplicado favor necesario hagas ping recibir notificación,"{'necesario': 0.3235, 'favor': 0.3143, 'ping': 0.4039, 'duplicado': 0.471, 'recibir': 0.4116, 'notificación': 0.4921}",{},
